Location,Tags
"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",azuredevelop softwar machin integr machinelearn microsoftazur devop cloud jenkin associ
Remote,remotenetcoredeveloperazur netcor microsoftazur develop studio visual webtechnolog remot microsoft midsenior
Bangalore/Bengaluru,azuredeveloperwithnet6 framework develop sql backend wpf ssr wcf entityframework midsenior
Bangalore/Bengaluru,azuredevopsdevelop microsoft train manag developmentlifecycl devop softwar monitor azuredevop senior
Bangalore/Bengaluru,azurebasedvisualisationleaddevelop microsoftazur businessintellig powerbi businessanalyt github servicedeliveri bi deliveri associ
"Mumbai, Pune, Bangalore/Bengaluru",azuremfgdevelop jqueri activedirectori directori visualstudio linq storedprocedur wcf javascript senior
"Chennai, Bangalore/Bengaluru",datastagedeveloperazur unix mysql script shellscript microsoftazur unixshellscript develop datastag midsenior
"Hybrid - Hyderabad/ Secunderabad, Telangana, Chennai, Bangalore/Bengaluru",azuredevelop c net cosmo keyvault aspnet azurefunct webapi function associ
Bangalore/Bengaluru,azuredevopsjavadevelop linux access develop microsoftazur devop java microservic cloudfoundri midsenior
Bangalore/Bengaluru,cloudengineersoftwareazurecosm architectur recoveri cloud nosql cloudcomput softwareengin comput disasterrecov midsenior
Bangalore/Bengaluru,azurefullstackdotnetcoredevelop front sql core pdf net procedur hpdataprotector code associ
"Kochi/Cochin, Bangalore/Bengaluru",azurefullstackdotnetcoredevelop net nosql storedprocedur netcor sqlserver aspnet pdf code associ
Bangalore/Bengaluru,azurebasedvisualisationleaddevelop deliveri develop analyt html pdf olap microsoftazur agil associ
Bangalore/Bengaluru,azuredevelop program excel directori technolog javascript informationtechnolog agil healthcar associ
"Hyderabad, Delhi, Pune, Bengaluru",azuredevelop program objectorientedprogram git microsoftazur media json program visual associ
Bangalore/Bengaluru,azuredeveloperandsupportconsult microsoftazur microsoft analyt sql sqlserver javascript cosmo staf associ
Bangalore/Bengaluru,azuredevelop devop deploy agil enterpriserisk enterpris risk manag microsoftazur midsenior
Bangalore/Bengaluru,azuredevelop enterpris manag develop technolog code microsofttechnolog serverarchitectur enterpriseappl associ
Bangalore/Bengaluru,azuredatafactorydevelop ssi microsoftazur analyt manag sql data factori devop midsenior
Bengaluru,azuredevelop microsoftazur code webdevelop sdlc aw python powershel webtechnolog midsenior
Bengaluru,azureaddevelop manag saml microsoftazur azureactivedirectori develop monitor b2c project associ
Bangalore/Bengaluru,seniordevopsengineerdevopsexpertsapintelligententerpris devop jenkin cd prometheu sap kubernet enterprisestructur continuousintegr senior
"Hybrid - Bangalore/ Bengaluru, Karnataka(Yelahanka +1)",seniorengineerdevopswithc jenkin cicdpipelin c pythonscript azuredevop artifactori devop cmake midsenior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",seniordevopsengin gcp recruit monitor recoveri senior agil network disasterrecoveri midsenior
Kochi/Cochin,devopsengin unix devop linux perl python kubernet docker cd midsenior
"Indore, Pune",srdevopsengineersolutionarchitect devop cicd sr incidentmanag continuousintegr kubernet autom manag senior
"Hybrid - Noida, Uttar Pradesh, Pune, Maharashtra",seniordevopsengin chef develop devop continuousintegr pipelin senior devopstool tool midsenior
"Hybrid - Pune, Bangalore/Bengaluru, Delhi / NCR",devopsengin windowsserv sqlserver performancetun powershellscript azuredevop powershel directori activedirectori midsenior
Navi Mumbai,seniordevopsengin awsdevop agil postgresql terraform cd mysql cd integr senior
Remote,devopsengin ansibl oraclecloud continuousintegr oracl cloud cicd devop cd midsenior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",seniorsoftwareengineerdevopsnsg manag softwar autom devop data scm javascript python midsenior
Pune,leadengineercicddevop shellscript softwaretest build script buildautom engineeringleadership autom devop midsenior
"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/ Bengaluru, Karnataka, Delhi / NCR",devopssreengin kubernet devop terraform prometheu grafana puppet sre integr midsenior
Kolkata,devopscloudservicesengin autom linux shellscript consult python control cloud git midsenior
"Hybrid - Kolkata, West Bengal, Hyderabad/Secunderabad, Bangalore/Bengaluru",clouddevopskubernetesengineer89ybangalorepwcsdc kubernet devop terraform docker helm ansibl cloud midsenior
Bangalore/Bengaluru,seniordevopsengin container migrat devopsengin terraform continuousintegr senior microsoftazur kubernet midsenior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",devopsengin control git time versioncontrol stakeholdermanag html configurationmanag configur senior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",devopsengin devop secur scienc agil monitor autom infrastructur github midsenior
Bangalore/Bengaluru,roleseniorleaddevopsengin devopstool cicdpipelin cloudinfrastructur pipelin senior architectur system tool midsenior
Bangalore/Bengaluru,seniordevopsengineerpythonkubernetesans devopsengin tool docker load senior engin itautom googl midsenior
Bangalore/Bengaluru,seniorclouddevopsengineerdockerkubernet devop terraform cd autom pipelin cd develop engin associ
Bangalore/Bengaluru,seniordevopscloudengineerkubernetesdock devop cloud cicdpipelin kubernet powershel docker senior cd associ
Bangalore/Bengaluru,seniordevopscloudengineeritautom devop linux kubernet cicdpipelin docker systemadministr cicd itautom associ
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",seniorsoftwareengineerdevopsnsg machin python recruit productmanag javascript machinelearn git softwar midsenior
"Hyderabad/ Secunderabad, Telangana",devopsengineerseniordevopsengineerkubernet devop linux ip script kubernet stack docker cd midsenior
Remote,seniordevopsengin devop terraform cd splunk cd kafka basic linuxadministr midsenior
"Pune, Maharashtra, Chennai, Tamil Nadu",devopsengin git mssqlserv cicd msazur devop net continuousintegr sql midsenior
"Noida, Hyderabad/Secunderabad, Faridabad, Greater Noida",seniordevopsengineercloudinfrastructur devop gcp terraform ansibl continuousintegr powershel senior kubernet associ
"Gurgaon/ Gurugram, Haryana, Chennai, Tamil Nadu, Mumbai (All Areas)",seniordevopsengin devopstool script cloud manag devop tool applicationdevelop senior midsenior
Remote,seniorclouddevopsengin git devop cicd azuredevop paa cloud powershel bash associ
"Pune, Maharashtra",seniordevopsengin docker cicdpipelin aw devop kubernet script ansibl git midsenior
"Temp. WFH - Kolkata, Chennai, Bangalore/Bengaluru, Delhi / NCR",sndevopsengineerreleaseengineerwfhopportun snowflak tableau devop aw python datahub releaseengin continuousintegr midsenior
"Mumbai, Pune, Bangalore/Bengaluru",devopsengin devop continuousintegr powershel troubleshoot github cd microsoftazur jenkin midsenior
Hybrid - Pune,seniordevopsengin cicdpipelin devopstool azureactivedirectori cloudinfrastructur azuredevop tool softwaredevelop develop midsenior
"Pune, Chennai, Mumbai (All Areas)",devopsengin devop cicd continuousintegr cd midsenior
Pune,seniorsoftwareengineerdevop git softwar systemengin graphit devop linux cd terraform midsenior
"Kolkata, Bangalore/Bengaluru",gitlablinuxengineerdevop cicd technic puppet softwareconfigurationmanag jenkin sonarqub configurationmanag cicd midsenior
"Hybrid - Ahmedabad, Delhi / NCR, Mumbai (All Areas)",seniordevopsengin cicd terraform ansibl python aw jenkin cd integr midsenior
Gurgaon/Gurugram,seniordevopsengineerterraformkubernet devop aw cd senior awslambda script kubernet terraform associ
"Mumbai, Mumbai Suburban",seniordevopsengin infrastructur autom cd gitlabci mysql cloudtechnolog cd gitlabci associ
Bangalore/Bengaluru,devopsengin softwaredevelop http devop opensourc python continuousintegr sourc develop associ
Bangalore/Bengaluru,devopsengin jenkin docker travi cicd microservic logdna continuousintegr continuousintegr associ
Bangalore/Bengaluru,cloudautomationdevopsdevopsengin azur devop gcp cicd aw agil terraform autom midsenior
Bangalore/Bengaluru,cloudautomationdevopsdevopsengin cloudservic infrastructureascod devsecop cicd aw azuredevop infrastructur develop associ
"Hybrid - Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",volkswagenazuredevopsengineerspecialistmanag docker azuredevop kubernet azurekubernet devop microsoftazur manag azur midsenior
Bangalore/Bengaluru,devopsengin unix sql devop linux javascript continuousintegr servicenow jira midsenior
"Noida, Gurgaon/Gurugram",leadmanagerdevopsengineerdockerkubernet tf github azuredevop codeversioningtool kubernet tool manag docker associ
"Noida, Delhi / NCR",devopsengin devop cloudservic cicd cicdpipelin git kubernet docker aw associ
"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",seniordevopsengin devop aw cloudautomationdevop shellscript cicdmethodolog terraform senior kubernet midsenior
"Hyderabad/Secunderabad, Bangalore/Bengaluru",seniordevopsengin script python apachetomcat jboss mysql senior apach oracl midsenior
"Hyderabad/Secunderabad, Bangalore/Bengaluru",seniordevopssreengin autom devop shellscript linux monitor nginx python senior midsenior
"Hyderabad/Secunderabad, Bangalore/Bengaluru",principalengineerseniorengineerdevop linux jboss senior script apachetomcat vmware devop oracl midsenior
Hyderabad/Secunderabad,sapabapdevelopmentforhanadevopsengin adobeform abap sapfiori architectur amdp hanaarchitectur cd pipelin associ
Hyderabad/Secunderabad,sapabapdevelopmentforhanadevopsengin adobeform abap sapfiori devop abapdevelop brf cd saphana associ
Hyderabad/Secunderabad,sapabapdevelopmentforhanadevopsengin sapfiori devop saphana sapabap s4hana sapabapdevelopmentforhana abap continuousintegr associ
Bangalore/Bengaluru,devopsdevopsengin backend orchestr configurationmanag distributionsystem python cloud technicaloper manag midsenior
"Pune, Bangalore/Bengaluru",devopsengin devop kubernet gcp azuredevop python jenkin pipelin cicdpipelin midsenior
Bangalore/Bengaluru(Dickenson Road),srdevopsengin devopstool cicdpipelin azuredevop linux pipelin terraform kubern vnet associ
Bangalore/Bengaluru,experienceddevopsengin devop linuxadministr linux azuredevop jenkin linuxsystem cd linuxsystemadministr senior
Bangalore/Bengaluru,associatedevopsengin devop framework hibern manag develop docker jpa tdd midsenior
"Bangalore/ Bengaluru, Karnataka",devopsengin awsdevop terraform awsiam cd sonarqub gateway amazoncloudwatch cd midsenior
Remote,devopsleadsoftwareengineerdevopssitereliabilityengin java cloud azur devop reliabl terraform kubernet cd midsenior
Bangalore/Bengaluru,devopsengineerjdlandmarkdigit terraform ansibl devop azuredevop cicd digit continuousintegr docker midsenior
Bangalore/Bengaluru,seniordevopsengineervstspowershel cicd powershel technicalarchitect devop technic technicalarchitectur cd architectur midsenior
Bangalore/Bengaluru,devopsengineercicdpipelinekubernet kubernet build cd openstack medusa splunk pipelin cd associ
Bangalore/Bengaluru,urgenthiringfordevopsengineerbangalor devop hire devopsjenkin powershellscript virtual cd script devopsautom senior
Bangalore/Bengaluru,devopsseniorengin devop cloud cassandra aw cd senior kubernet docker senior
Bangalore/Bengaluru,devopsengineerbangaloremncjoinwithin30daysonli devop cicd bash continuousintegr artifactori grafana kubernet azurecloud midsenior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",seniordevopsengin devop distributionsystem assetmanag script manag jira control architectur midsenior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",devopsengin git configurationmanag data machin ubuntu machinelearn cloudcomput linux associ
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",devopsengineeriv cloud manag autom devop civil technologymanag iv technolog midsenior
Bangalore/Bengaluru,jobseniordevopsengin git devop python senior midsenior
"Hyderabad/ Secunderabad, Telangana",hiringleadserviceengineersdevopsandsql cicdpipelin deploy monitor sql devop cicd product productionsupport midsenior
"Hyderabad/Secunderabad, Chennai",devopsengineergooglecloudplatform devop bitbucket python terraform kubernet googl jenkin cloud associ
Bangalore/Bengaluru,devopsandvalidationengin devop sourc code configurationmanag terraform datavalid kubernet helmchart midsenior
Faridabad,devopsengin networkingconcept devop jenkin cd circleci terraform jira gitlab associ
"Hybrid - Pune, Chennai, Bangalore/Bengaluru",eyindiaishiringfordevopsapplicationdevelop devop jenkin cicd openshift shellscript script python hire midsenior
"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",devopsengineeransiblepuppetchef devop applic queri rail rail git github ansibl midsenior
"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",devopsengineerperformancemonitor devopsengin devop haproxi tool perform manag kubernet terraform midsenior
Hyderabad/Secunderabad,seniordevopsautomationengineercloudservic devop docker cicdpipelin architectur infrastructur autom cd pipelin midsenior
Hybrid - Hyderabad/Secunderabad(Madhapur),srdevopsengin terraform devop ek aw shellscript script python sr midsenior
Hyderabad/Secunderabad,seniordevopsengin devop continuousimprov improv machin agil dn oper senior midsenior
Hyderabad/Secunderabad,srdevopsengin python splunk oper mongodb git oracl solarwind sr midsenior
Hybrid - Bangalore/Bengaluru,devopsengin awsdevop linux cicdpipelin troubleshoot oracl pipelin kubernet docker associ
"Pune, Maharashtra",devopsengin kubernet devopstool cicdpipelin devop cicd certifi awscertifi tool associ
"Pune, Mumbai (All Areas)",urgentopeningfordevopsengineerforprivaceraindiapuneandmumbai devop cicd chart terraform helmchart kubernet docker aw associ
Noida,ppbltechdevopsseniordevopsengin linux devop manag dn tcp schedul financialservic splunk associ
Bangalore/Bengaluru,cloudopsdevopsengin devop secur productionsupport sql cloudop sqlserver balanc dn associ
"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",redhatocpdevopsengin openshift devop cicd ucd continuousintegr ocp jenkin cd associ
Remote,devopsengin jenkin devop cicd linux terraform continuousintegr monitoringtool contain associ
Gurgaon/Gurugram,devopsengineerjenkinskubernet devop python jenkin infrastructur cicd autom mongodb mysql associ
Delhi / NCR,devopsmanagerdevopsengin devop terraform docker kubernet continuousintegr cloudmanag cd microsoftazur midsenior
