Job_title,Company_name,Skills,Experience,Location
DevOps/Site Reliability Engineer - System Administration,Okda Solutions,"Debugging,Troubleshooting,Server,Site,Networking,Monitoring tools,Tools,IT infrastructure",4-7 Yrs,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru"
Devops Engineer - Cloud Deployment,Career Infosystem,"DevOps,Tools,Terraform,CI Cd Pipeline,Kubernetes,Cd,Pipeline,Automation tools",3-5 Yrs,Hyderabad/Secunderabad
Urgent req For Devops Engineer / Cloud Service Engineer with C# - C2H,Aurum Data Solutions,"C#,kubernetes,Azure,docker container,devops,ARM,Terraform,Cloud Services",7-12 Yrs,Remote
Senior Devops Engineer,Shashwath Solution,"DevOPS,Python,Terraform,GIT,Powershell,Senior,Microsoft Azure,Cloud",9-12 Yrs,Remote
Senior DevOps Engineer,Siemens Healthcare,"Devops,Assurance,Quality assurance,Scrum,Linux,Senior,Technology,Healthcare",4-8 Yrs,Bangalore/Bengaluru
Senior DevOps Engineer,Siemens Healthcare,"Healthcare,Debugging,Networking,C++,Senior,Information technology,Software Quality,Case",6-9 Yrs,Bangalore/Bengaluru
Senior DevOps Engineer,Innoitus Systems,"Scripting,Senior,Devops,AWS",5-10 Yrs,Bangalore/Bengaluru
Senior DevOps Engineer,Fortanix,"Analytics,Networking,Operations,Senior,VMware,Linux,Virtualization,Product management",4-8 Yrs,Bangalore/Bengaluru
DevOps ML Engineer Senior I (Bangalore),Synopsys,"Jenkins,Devops,Ml,Senior,Python",5-7 Yrs,"Bangalore/ Bengaluru, Karnataka"
DevOps Engineer,Dispatchtrack India,"Jenkins,Terraform,Docker,Prometheus,Kubernetes,Devops,Grafana,Ansible",4-7 Yrs,"Hybrid - Hyderabad/ Secunderabad, Telangana"
DevOps Cloud engineer,Synechron,"Cloud,SSL,Financial services,Control,Automation,Devops,Version control,Linux",3-5 Yrs,Pune
DevOps engineer - Kubernetes/Terraform,Siemens,"Python,Terraform,Simulation,Monitoring,PLM,Troubleshooting,Healthcare,Networking",5-10 Yrs,Pune
DevOps Cloud engineer,Synchron Infotech,"Cloud,SSL,Financial services,Control,Automation,Devops,Version control,Linux",3-5 Yrs,Pune
Senior Software Engineer (DevOps) NSG,Sophos,"Management,Software,Automation,Devops,Data,SCM,Javascript,Python",8-13 Yrs,Remote
Devops Engineer,Kiya.ai,"Devops,Cloud Infrastructure,Continuous Integration,Terraform,Kubernetes,Infrastructure,GCP,Cd",3-8 Yrs,"Hybrid - Pune, Maharashtra"
Devops Engineer,Whitehedge Technologies,"devops engineer,Devops,Microsoft,Agile,Artifactory,NoSQL,Linux,Azure Devops",5-10 Yrs,"Pune, Maharashtra"
Principal Devops Engineer,Whitehedge Technologies,"devops engineer,Microsoft,Agile,Artifactory,Devops,NoSQL,Linux,Azure Devops",10-15 Yrs,"Pune, Maharashtra"
"Software Engineer, DevOps",Verantos India,"Jenkins,Docker,Cicd Pipeline,Kubernates,Python,Software engineering,Postgresql,Cd",4-8 Yrs,"Hybrid - Pune, Maharashtra"
Senior Cloud DevOps Engineer,Hoffmann-La Roche,"Cloud,Troubleshooting,Product management,Managed services,Senior,Automation,Monitoring,Technology",3-6 Yrs,Pune
DevOps Developer,IBM,"ServiceNow,JIRA,SQL,DevOps,JavaScript,CI/Cd,Development,Continuous Integration",7-11 Yrs,Bangalore/Bengaluru
ServiceNow DevOps Architect,Global Enterprise Partners,"Architecture,Servicenow,CAD,Pharmaceutical,Access,Agile,Access management,Devops",8-14 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
Devops Engineer,Firstforce Technologies,"Terraform,Kubernetes,Devops,Azure Devops,Docker,Microsoft Azure,AWS Devops,AWS",5-10 Yrs,Hyderabad/Secunderabad
DevOps Engineer - CI/CD Pipeline/Docker,Okda Solutions,"DevOps,Cd,Terraform,Administration,AWS,Cloud Architecture,System administration,System",4-8 Yrs,Pune
DevOps Engineer - CI/CD Pipeline/Docker/Terraform,Okda Solutions,"Cloud Operations,DevOps,Cloud Security,Linux,Terraform,Cloud,CI Cd Pipeline,Cd",4-6 Yrs,Pune
Senior DevOps Engineer,Loginsoft,"Devops,AWS,Unix,Senior,Kubernetes,Kibana,Jenkins",6-11 Yrs,Hybrid - Hyderabad/Secunderabad(Madhapur)
Senior Devops Engineer,MSys Technologies,"devops,AWS,Senior,Terraform,Kubernates",6-10 Yrs,"Hybrid - Pune, Maharashtra, Chennai, Bangalore/Bengaluru"
DevOps Cloud Engineer,Intel,"DevOps,Management,Vagrant,Docker,Computation,Packaging,Ubuntu,Debian",10-12 Yrs,Hyderabad/Secunderabad
Great opportunity | DevOps Engineer | Quick Joiner | MSys Technologies,MSys Technologies,"Terraform,AWS Cloud,Kubernetes,Python,Devops,Quick,Ansible,AWS",10-15 Yrs,"Pune, Chennai, Bangalore/Bengaluru"
DevOps Engineer,IBM,"JSON,Perl,SQL,Linux,Python,Coding,Artifactory,Ansible",2-6 Yrs,Kochi/Cochin
Devops Engineer,Lynkit,"Devops,Devops Automation,Automation,Delivery,Azure Devops,Cd,Continuous Integration,Continuous Delivery",2-7 Yrs,Delhi / NCR
DevOps Engineer,IBM,"SQL,DevOps,Linux,XML,Oracle,Source,Open source,Openshift",10-14 Yrs,Ahmedabad
Devops Engineer,Resurgent India,"Aws Cloud,SQL Queries,Unix Linux,Aws Devops,Cicd Pipeline,Unix,Linux,Bitbucket",2-7 Yrs,"Gurgaon/ Gurugram, Haryana"
Devops Engineer,Sutrix Solutions,"Virtual Machines,CI/CD,Cloud Platform,Google Cloud Services,Azure Devops,VM,Machine,Cloud Services",5-10 Yrs,Chennai(Anna Nagar)
Devops engineer,Stefanini,"System,System administration,Python,Network security,Security,Windows System Administration,Application,GIT",8-13 Yrs,Pune
Devops Engineer,Prutor,"CI/CD,Continuous Integration,Continuous Integration,Configuration management,Orchestration,Networking,Security,Collaboration",0-3 Yrs,"Noida, Uttar Pradesh"
Devops Site Reliability Engineer SRE,BriskWin IT (BWIT),"Devops,Azure Devops,Site,Grafana,Kubernetes,Docker,Reliability,Azure Kubernetes",6-9 Yrs,"Pune, Maharashtra, Chennai, Tamil Nadu, Mumbai (All Areas)"
DevOps Developer,IBM,"Unix,DevOps,Linux,CI/CD,Oracle,Github,Veracode,Artifactory",3-8 Yrs,Hyderabad/Secunderabad
Devops Engineer,Apical Mind Llp,"Devops,Terraform,Kubernates,AWS,Puppet,Integration,SAAS,Jenkins",2-4 Yrs,"Hybrid - Pune, Mumbai (All Areas)"
DevOps Engineer,U2opia Mobile,"Linux,Shell Scripting,MySQL,Ansible,AWS,Scripting,Docker,Devops",3-5 Yrs,"Gurgaon/ Gurugram, Haryana"
Devops Engineer,GSR Business Services,"Jenkins,Aws Devops,Github,devops,Kubernetes,Docker,AWS",5-7 Yrs,"Noida, Gurgaon/Gurugram"
DevOps Engineer,Acme Services,"Cloud,Automation,Devops,Automation Skills,Linux,Monitoring,Linux Knowledge,Proactive Monitoring",2-7 Yrs,Mumbai
Devops Engineer,Corent Technology,"Database maintenance,Cloud,Balance,Devops,Linux,DBMS,Load balancing,Scripting",3-5 Yrs,Chennai
Devops Engineer I,Duck Creek,"XML,Automation,Devops,Monitoring,Javascript,SQL,Technical support,Backend",10-12 Yrs,Remote
DevOps Engineer,Ocode Technologies,"Devops,Management,Configuration,Powershell,Monitoring,Configuration management,Automation,Infrastructure management",2-6 Yrs,Mohali
Devops Engineer,Intivion Technologies,"security group management,AWS,Cloudfront,Devops,Group management,Nginx,Vpc,Codeigniter",3-5 Yrs,"Mumbai Suburban, Maharashtra"
DevOps Engineer GCP,Corepeelers,"GCP,Terraform,Devops",5-9 Yrs,"Noida, Uttar Pradesh, New Delhi, Delhi, Gurgaon/ Gurugram, Haryana"
Devops Engineer,Sirius Computer Solutions,Devops,4-6 Yrs,Remote
DevOps Engineer (ACV-MAX),Skillety,"Github,Open source,Management,IIS,Open,Devops,Sourcing,Linux",6-10 Yrs,Remote
DevOps Engineer,DHL,"Devops,Engineering,Computer,Computer science,Networking,Coding,Workflow,Firewall",4-6 Yrs,Chennai
DevOps Engineer,DHL,"Analytics,IT services,Troubleshooting,RDBMS,Engineering,Computer science,Monitoring,Science",5-8 Yrs,Chennai
Opening For Lead DevOps Engineer,Peopleone Technology,"devops,MySQL,Docker",11-12 Yrs,Chennai
DevOps Engineer,GSR Business Services,"kubernetes,powershell,terraform,helm,azure devops,Microsoft Azure,Devops",4-9 Yrs,"New Delhi, Gurgaon/Gurugram, Delhi / NCR"
Principal Devops Engineer / Principle SRE Engineer,Zuora,"Devops,Reliability,Site,Site Reliability Engineering,Sre,Reliability engineering,Engineering",10-20 Yrs,Remote
Application Developer in DevOps mode,Biocon Biologics,"application support,.net,Devops,Application,Development,Safe,Safe Agilist",7-12 Yrs,"Bangalore/ Bengaluru, Karnataka"
DevOps  Developer - On premise,3i Infotech,"Python,Devops,CI/Cd,Onpremise,Development,Linux,Continuous Integration,Automation tools",3-5 Yrs,"Navi Mumbai, Mumbai (All Areas)"
Senior Devops Engineer,Artech,"front end,Devops,Kubernetes,Pipeline,MSBuild,Senior,End,Node.js",9-14 Yrs,"Bangalore/ Bengaluru, Karnataka"
Senior DevOps Engineer | Lululemon,Talent500,"Devops,Senior",10-15 Yrs,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru"
Job Opportunity || Devops Engineer,Schneider Electric,"Jenkins,Docker,Devops,Python,Kubernetes,Solar",3-8 Yrs,Bangalore/Bengaluru
Sr. DevOps Engineer (Dev Enablement),Globalization Partners International (GPI),"Github,Cloud,Software,Agile,SDLC,Devops,Shell scripting,Software development",5-10 Yrs,Remote
DevOps Engineer / Senior DevOps Engineer,Deuex Solutions,"Devops,Mobile applications,Linux,AWS,Monitoring,Tools,Application development,System",2-7 Yrs,Thane
Senior DevOps Engineer - Mintoak,Neemtree Internet,"Devops,Technical,Debugging,Virtualization,Management,Documentation,Technical documentation,Orchestration",5-10 Yrs,Mumbai
Senior DevOps Engineer | National Australia Bank,Talent500,"Australia,Senior,Devops",4-6 Yrs,"Gurgaon/ Gurugram, Haryana"
Sr Devops Engineer,Transunion,"docker,Kubernetes,SR,Devops",6-10 Yrs,Hybrid - Chennai(Porur)
DevOps / Senior DevOps Engineer,Sirionlabs,"linux,aws,AWS Cloud,Devops,Terraform,Kubernetes,Docker,Azure Cloud",4-7 Yrs,"Gurgaon/ Gurugram, Haryana, Delhi / NCR"
DevOps Engineer,IBM,"DevOps,Software development methodologies,HTTP,Open source,Python,Cloud Platform,Software,Development",5-10 Yrs,Bangalore/Bengaluru
DevOps Engineer,IBM,"Software development methodologies,HTTP,DevOps,Open source,Python,Development,PAAS,Charts",5-9 Yrs,Bangalore/Bengaluru
CLOUD DEVOPS ENGINEER,Capgemini,"Azure,GCP cloud,AWS,Release management,Puppet,Source Code Review,SCM,AWS Cloudformation",6-10 Yrs,Bangalore/Bengaluru
Sr. Devops Engineer,Hireinventiv,"Linux,Devops,Production support,Management,GIT,Agile,Configuration,Analytics",4-8 Yrs,"Noida, Chandigarh"
Staff Software Engineer (Cloud/Devops),Blue Yonder,"Devops,Unix,Source,Change management,Incident management,Change,Scripting,Microsoft",3-7 Yrs,"Noida, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru"
Devops Ci/Cd Engineer,Agile Tech Labs,"Devops,CI/Cd,Performance,Linux,Continuous Integration,Coding,VB,Automation",5-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
DevOps Engineer,career point consultancy,"RabbitMQ,Efk,Linux,GIT,Grafana,Kubernetes,Azure Devops,CI/Cd",3-7 Yrs,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru"
Devops Engineer,Allegis Group,"Java,Terraform,devops,aws,Kubernetes,AWS Devops,Python,Jenkins",3-6 Yrs,Remote
Senior Linux/DevOps Engineer - RHEL/CentOS,Emploi Consultancy,"Linux,Cloud,Centos,System administration,Senior,LAMP,API,RHEL",7-12 Yrs,Chennai
Senior Devops Engineer,Infinity Labs,"docker,Devops,Senior,Terraform,Python,Kubernates,Eks",8-13 Yrs,"Noida, Uttar Pradesh, Pune, Bangalore/Bengaluru"
ALM - DevOps Engineer,Cybage,"DevOps,Linux,Alm,Python,JIRA,GIT,Github,Ansible",4-8 Yrs,Remote
SAP ABAP Development For HANA DevOps Engineer,Accenture,"SAP Fiori,DevOps,SAP HANA,SAP ABAP,ABAP,Architecture,Amdp,Sapui5",4-6 Yrs,Hyderabad/Secunderabad
SAP ABAP Development For HANA DevOps Engineer,Accenture,"DevOps,SAP HANA,SAP ABAP,SAP fiori,ABAP,Amdp,SAP S Hana,SAP ABAP Development",2-4 Yrs,Hyderabad/Secunderabad
SAP ABAP Development For HANA DevOps Engineer,Accenture,"SAP,SAP ABAP,SAP Hana,Devops,Adobe,Amdp,Development,SAP ABAP Development For Hana",2-4 Yrs,Hyderabad/Secunderabad
SAP ABAP Development For HANA DevOps Engineer,Accenture,"SAP,SAP ABAP,SAP Hana,Adobe Forms,Object,SAP S Hana,Proxy,Devops",4-6 Yrs,Hyderabad/Secunderabad
SAP ABAP Development DevOps Engineer,Accenture,"Analytical skills,Adobe Forms,SAP ABAP,sap fiori,SAP,Devops,Amdp,Development",8-10 Yrs,Hyderabad/Secunderabad
Senior Engineer - DevOps,Stanley Black  Decker India,"cd,Senior,Github,Kubernates,Docker,Terraform,Azure Devops,Microsoft Azure",8-12 Yrs,"Bangalore/ Bengaluru, Karnataka"
SAP Callidus Configure Price & Quote DevOps Architect,Accenture,"SAP,Business analysis,SAP CRM,Workflow,Python,Architecture,SAP Callidus,Usage",8-10 Yrs,Bangalore/Bengaluru
DevOps I Specialist,Watson Pharama,"Root cause analysis,Virtualization,Monitoring,Technology,Troubleshooting,Root cause,Cloud,Analysis",5-10 Yrs,Bangalore/Bengaluru
Devops Engineer,Talific Consulting Services,"Loki,Prometheus,Grafana,LGTM Stack,Devops,Ansible,Stack,AWS",8-11 Yrs,"Hybrid - Pune, Gurgaon/ Gurugram, Haryana, Bangalore/Bengaluru"
Senior DevOps Engineer,Newt Global,"Devops,Senior,Nexus,AWS,Jenkins",9-15 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
Senior DevOps Engineer,Epam Systems,"Devops,Jenkins,Elk,Senior,Terraform,Kubernetes,Docker,Ansible",4-9 Yrs,Hybrid - Bangalore/Bengaluru
DevOps Architect/Sr DevOps Engineer,QA InfoTech Pvt. Ltd,"Architecture,Github,Cloud,JIRA,SR,Devops,Shell scripting,Ruby",10-12 Yrs,Bangalore/Bengaluru
Senior Devops Engineer,Blend Labs India,"Terraform,Azure Administrator,Azure Devops,Vnet,Devops,Senior,Microsoft Azure,Administration",4-9 Yrs,"Chennai, Bangalore/Bengaluru"
Devops Engineer,Carrier,"Linux,Devops,Data collection,Development,Control,GIT,Application,Operations",10-12 Yrs,Bangalore/Bengaluru
Windows Engineer -Devops,Starmark Software,"Microsoft,IIS,Automation,Devops,Linux,Active directory,SQL,Technical support",3-8 Yrs,Bangalore/Bengaluru
Lead Engineer - DevOps,Dover,"Devops,Disaster recovery,Technology,Networking,Recovery,DNS,SQL,Firewall",5-10 Yrs,Bangalore/Bengaluru
DevOps Engineer,Siemens Healthcare,"Github,Automation,Devops,Powershell,Base,Software testing,Installation,Install base",2-4 Yrs,Bangalore/Bengaluru
Devops Engineer,Jobstop Solutions,"Terraform,Aws Devops,agile,aws cloudformation,Devops,AWS",8-12 Yrs,"Bangalore/ Bengaluru, Karnataka"
"Devops Engineer, 2",Alliance Data,"Software testing,Devops,Front end,Production support,SQL,Javascript,Test strategy,Cobol",2-5 Yrs,Bangalore/Bengaluru
DevOps Engineer,Exeevo,"Perl,CRM,Python,Recruitment,Event management,Events,MySQL,Healthcare",3-6 Yrs,Bangalore/Bengaluru
DevOps Engineer,Qoala,"System,Root cause analysis,Python,Troubleshooting,Analysis,Networking,Root cause,System troubleshooting",2-6 Yrs,Bangalore/Bengaluru
DevOps Engineer,314e It Solutions India,"scripting,Linux,Devops,Maintenance,Tools,Kubernetes,Docker,Unix shell scripting",5-10 Yrs,Bangalore/Bengaluru(Whitefield)
DevOps Cloud Engineer,Onehouse,"Microsoft,Cloud,Open source,Management,Release,Data processing,Devops,Processing",3-7 Yrs,Bangalore/Bengaluru
Devops Engineer,Nineleaps,"Azure,Terraform,powershell,Devops,Kubernates,Docker,Microsoft Azure",8-13 Yrs,"Hybrid - Bangalore/ Bengaluru, Karnataka"
DevOps Engineer,Xperteez Technology,"DevOps,Scrum,Software development,Kubernetes,Development,Docker,API Documentation,Software",3-8 Yrs,"Mumbai, Bangalore/Bengaluru"
Senior Devops Engineer(MS Dynamics),DHL lnformation Services (India) LLP,"MS Dynamics CRM,Ci/Cd,Azure Devops,Continuous Integration,Senior,Dynamic,Cd,CRM",5-10 Yrs,Hybrid - Chennai
Devops Engineer,Insightsoftware,"Software development life cycle,Development,Software development,Development Life Cycle,JIRA,Monitoring,Agile,GCP",3-5 Yrs,Bangalore/Bengaluru
Devops Engineer,Simba Technologies,"Devops,Software development,Development,Software development life cycle,JIRA,Life cycle,Software,Agile",3-5 Yrs,Bangalore/Bengaluru
Hiring For Devops Engineer,Protiviti India,"devops engineer,Devops,Ansible,Kubernetes,Docker,AWS,Hiring,AWS Devops",4-9 Yrs,Mumbai (All Areas)
Hiring For Devops Engineer,Protiviti India,"devops engineer,AWS,Kubernetes,Docker,Ansible,Hiring,AWS Devops,Devops",4-9 Yrs,Mumbai (All Areas)
DevOps Engineer,Deutsche Bank,"Training,Devops,Development,Training,Agile,Automation,Software,Software development",2-6 Yrs,Pune
Infrastructure Engineer/DevOps : Blockchain/Web3,Dev Solutions,"Terraform,Linux,AWS,Datadog,Jenkins,Infrastructure,Blockchain,Infrastructure Architecture",6-10 Yrs,Hybrid - Bangalore/Bengaluru
Technical Leader - Devops CI-CD,Aptiv,"Perl,Instruments,Technical,Python,Configuration,Instrumentation,Technical leadership,Technology",7-11 Yrs,Bangalore/Bengaluru
Devops Lead,Trukker Technologies,"Jenkins,GIT,Devops,Katalon Studio,Continuous Integration,Maven,Sonar,Studio",5-10 Yrs,"Bangalore/ Bengaluru, Karnataka"
Sr Devops Engineer - Build & Release,Career Infosystem,"Ubuntu,Unix,TFS,Web server,Weblogic,JBoss,Centos,Hat",8-10 Yrs,Bangalore/Bengaluru
Hiring For Devops Engineer with a Top Brand,Smart Source,"devops,Linux,Tools,Top,Hiring,Automation tools,Brand,Automation",2-6 Yrs,Hybrid - Bangalore/Bengaluru
Senior Reliability Engineer/ Devops(4-8 years)-Bangalore,Derive Management Solutions,"kubernetes,nginx,ansible,aws,Elastic Search,Python,Charts,Bash",4-8 Yrs,Bangalore/Bengaluru
DevOps Engineer,Wenger & Watson,"python,devops,Docker,AWS,Ansible",3-8 Yrs,Bangalore/Bengaluru
DevOps Engineer | Fintech platform For property investing | Delhi,unnati,"networking,Investment,Fintech,DNS,Directory,TCP,DHCP,IP",3-4 Yrs,Delhi / NCR
"DevOps Engineer, Banking exp mandatory",Creative Hands HR,"Root Cause Analysis,DevOps Engineer,Cloud security,AWS Cloud,CIS,Analysis,Continuous Integration,Security",5-9 Yrs,Bangalore/Bengaluru
Senior DevOps Engineer,Sanofi,"Devops,Orchestration,Software,GIT,Application,Senior,Automation,Coding",2-6 Yrs,Hyderabad/Secunderabad
Sr. DevOps Engineer,"Celigo, Inc.","SR,Management,MongoDB,Distribution,Devops,Monitoring,HIPAA,Python",5-8 Yrs,Hyderabad/Secunderabad
SS&C Technologies - Sr. DevOps Engineer,DST Systems,"Devops,Private Cloud,SR,Disaster recovery,C,Healthcare,Recovery,SS7",4-9 Yrs,Hyderabad/Secunderabad
Sr. DevOps Engineer,SS&C Technologies,"Disaster Recover,Cloud,SR,Management,Devops,Recovery,Monitoring,Maven",3-6 Yrs,Hyderabad/Secunderabad
DevOps Engineer (Cloud Automation ),Model N,"System,System administration,Python,Architecture,System architecture,Administration,Maven,JBoss",2-4 Yrs,Hyderabad/Secunderabad
Devops Engineer with Kafka - MSys Technologies - Quick Joiners !!!,MSys Technologies,"python,Terraform,devops,kafka,aws,Apache,Apache Zookeeper,Docker",8-13 Yrs,"Hybrid - Pune, Chennai, Bangalore/Bengaluru"
Devops Engineer,Tech Mahindra,"Terraform,Aws Devops,Devops,Python,Scripting,Container,AWS",4-8 Yrs,"Hybrid - Chennai, Tamil Nadu"
Kubernetes DevOps Engineer,Accenture,"DevOps,Linux,Perl,Kubernetes,Python,Rundeck,Development,GIT",4-6 Yrs,Mumbai
Senior Lead DevOps Engineer,Eteam,"Drupal,Senior,Redhat Linux,Github,Machine learning,Ubuntu,JIRA,Nexus",6-9 Yrs,Hyderabad/Secunderabad
Salesforce DevOps Specialist - CI/CD Pipeline/Metadata,Smart4talent,"DevOps,Coding,Visual Studio Code,Salesforce,Metadata,VS,Continuous Integration,API",6-10 Yrs,Bangalore/Bengaluru
DevOps Application Lead,Accenture,"DevOps,Jenkins,Github,Tools,Splunk,Application,Pcf,Chef tools",15-18 Yrs,Hyderabad/Secunderabad
DevOps Application Lead,Accenture,"Oracle DB,DevOps,Kafka Aerospike,Production,Stack,Oracle,Kibana,Aerospike",6-8 Yrs,Hyderabad/Secunderabad
DevOps Application Lead,Accenture,"devops,Deployment,cloud foundry,Github,Foundry,ITSM,Splunk,Pcf",12-15 Yrs,Hyderabad/Secunderabad
Devops Architect,Feuji,"aws infrastructure,Aws Devops,AWS IAM,Architecture,IAM,Amazon Ec2,Vpc,Continuous Integration",10-15 Yrs,"Hybrid - Hyderabad/ Secunderabad, Telangana"
DevOps Consultant - Docker / Kubernetes,Career Infosystem,"DevOps,Mule ESB,Linux,Terraform,Kubernetes,Cd,Docker,Puppet",4-9 Yrs,Pune
DevOps Consultant - Docker/Kubernetes,Career Infosystem,"DevOps,Continuous Integration,Continuous Integration,Cd Tools,Puppet,Mule ESB,Terraform,Consulting",4-9 Yrs,Pune
Senior DevOps Engineer - PowerShell/Shell Scripting,Career Infosystem,"XML,Wordpress,Wireframe,PHP,JSON,Shell scripting,Powershell,Senior",8-13 Yrs,Hyderabad/Secunderabad
Devops Engineer/Part Time Supports.,Platinus Technologies,"github,maven,linux,jenkins,aws,Devops,Time,Part",8-13 Yrs,Remote
DevOps Engineer - Kafka/Ansible/Terraform,Yo HR Consultancy,"DevOps Engineer,Cloud,Puppet,Balance,Jenkins,DNS,Load balancing,Scripting",2-4 Yrs,Hyderabad/Secunderabad
Mainframe DevOps Engineer,Emploi Consultancy,"DevOps,Shell scripting,Powershell,Mainframes,JMeter,Gitlab,Linux,Maven",6-10 Yrs,"Hyderabad/Secunderabad, Chennai"
DevOps Engineer || Fin-Tech Company || Bengaluru,Yuva Global Services,"Ci/Cd,Devops,Aws Java,Linux,Kubernetes,Networking,Company,Redshift Db",4-7 Yrs,"Mysore/ Mysuru, Karnataka, Bangalore Rural, Karnataka, Bangalore/Bengaluru"
